WMT,TGT,DEXCAUS,DEXJPUS,SP500,DJIA,VIXCLS
-0.07796159751645337,-0.05268298785798908,0.00776743697424187,-0.01688869928861436,-0.031091220963746835,-0.027129993922786255,0.22379821582204285
-0.0022894058713340826,-0.06219798594265402,0.0020194289791714004,-0.0020808868055759433,-0.019228150713949788,-0.009868923943450625,0.13816722737721276
-0.11913852867821717,-0.08296395047874494,0.0015292648608040138,-0.003365420151570042,-0.042539448004202285,-0.03925844761718267,0.09973597239863752
0.013175901104485632,-0.022053367174915017,-0.004804186785807463,0.011396516723945815,0.013480073455470531,0.014732208476859299,-0.1968718030979879
-0.010316084809963044,0.010899019498560314,-0.005178095678731731,0.00445612788857197,0.006482575046485195,0.011612624400523686,-0.08218066987883299
0.05202061064201313,-0.003020977728292351,0.003921024488680591,-0.004722794556819565,-0.007244059484307286,-0.005419703911309526,0.1599788814280254
-0.001784145174172025,-0.07946756658515941,-0.008632541238511149,-0.033147712345649616,-0.03847931599645804,-0.03904386808307336,0.4466031847008307
0.017589971668590998,-0.07689153705588048,-0.021733015412456425,-0.017591275805094675,-0.033769490969266514,-0.023396315481933883,-0.02958259788456319
0.0497348150954231,0.05222696761554246,0.0023788081140026507,0.0021756684723506226,0.03753782965199548,0.024009796931071747,-0.11345010920472465
0.03776775077871086,0.00814651816482126,-0.0049189913999790336,0.005342226601979583,0.02880358383045767,0.029571508824105308,-0.09097177820572666
-0.018356293529590673,-0.010011968267017224,0.009742094008137303,0.004349784191199468,-0.004716848533124818,-0.0016483624693321985,-0.034996842037096076
0.015593112671376197,0.033729415481229985,0.004728479937801067,0.005975908157300758,0.05139064102052515,0.03350232256066299,-0.2392543715869082
-0.019529780127562013,-0.044493255892685823,-0.01701187137461102,-0.02362996687926433,-0.026454625760472084,-0.024964442304169054,0.25690588216223054
0.024297584562847696,-0.012554018303887915,-0.003927563416675828,-0.003052378367144115,0.008212351831684117,0.0041476179462840435,-0.0693319886551822
-0.02696560949641391,0.05078689462505537,-0.002846197871026024,0.006785789783253726,0.011398070634752955,0.008133179680562819,-0.042731674345234616
-0.032053713132648376,-0.05875343677407585,-0.007040733155486589,0.0008967063887626026,-0.009331658620016725,-0.015304707962641828,0.24242548086366034
0.03143700286452766,0.01752609224682722,0.004884637714907214,0.006961464513083548,0.01843665631028557,0.019042996079948082,-0.1837127922364794
0.02407776943312001,0.06409019143104455,-0.005149341965203724,0.004286214650542242,0.022275619798044488,0.03268859777001154,-0.012739025777429802
-0.03659507597576184,0.03167800455929459,0.0036579161424717954,0.012468224882131729,0.006173540674662803,0.0011993338372615625,-0.033727117858336264
-0.0011491203490390234,-0.03059590320304917,-0.0003651900854959589,-0.002847845700148177,0.005891464262603563,-0.003076727267236734,-0.032499167392954664
0.020075171629695632,0.04536194598659815,0.002116248463754411,0.007980564471698592,0.013260146542831919,0.011540872029991434,-0.10236201266156941
0.020081803417837385,-0.06441959752596826,0.0041465159618485625,-0.009203556878517816,-0.009407516563257445,-0.01491794993529183,0.15329488174336214
0.042655882128981304,0.04141909544435052,0.0005805936733236927,0.006100059582505146,0.0068501667887570505,-0.004504893848888969,-0.0752501767324989
-0.029238939325622937,0.019783344314446616,0.0023190096630779644,-0.001555368022772008,0.01180741495087645,0.021077674535023405,-0.08070959666124011
